0,0,0,0,0,0,0
0.1,0,0,0,0,0,0
0.2,0,0,0,0,0,1
0.3,0,0,0,0,0,3
0.4,0,0,0,1,0,5
0.5,0,0,0,3,0,13
0.6,0,0,0,10,0,19
0.7,0,0,0,16,0,35
0.8,0,0,0,25,0,46
0.9,0,0,9,40,12,49
1,0,0,70,65,70,65
