Only Interestingness,5,0.40001,0.171666667,0.597086558,00:00.0
Only Diversity,5,0.218859477,0.25,0.568859477,00:00.0
i-DiVE Greedy,5,0.389956061,0.225,0.614956061,00:00.6
i-DiVE-SwapI,5,0.399043857,0.2375,0.636543857,00:03.7
i-DiVE-SwapD,5,0.387228573,0.2375,0.624728573,00:03.4
Only Interestingness,15,0.357535783,0.204761905,0.562297688,00:00.0
Only Diversity,15,0.20370686,0.236904762,0.440611622,00:00.0
i-DiVE Greedy,15,0.353266268,0.215079365,0.568345633,00:02.6
i-DiVE-SwapI,15,0.353266268,0.232936508,0.586202776,00:11.7
i-DiVE-SwapD,15,0.391213918,0.192857143,0.584071061,00:31.6
Only Interestingness,25,0.322842341,0.211111111,0.533953453,00:00.0
Only Diversity,25,0.201071742,0.23125,0.432321742,00:00.0
i-DiVE Greedy,25,0.322842341,0.211111111,0.533953453,00:05.0
i-DiVE-SwapI,25,0.322842341,0.230138889,0.55298123,00:21.7
i-DiVE-SwapD,25,0.359736963,0.186944444,0.566681407,01:28.4
Only Interestingness,35,0.282743817,0.211134454,0.493878271,00:00.0
Only Diversity,35,0.19020496,0.228081232,0.418286193,00:00.1
i-DiVE Greedy,35,0.281341891,0.213935574,0.495277465,00:09.4
i-DiVE-SwapI,35,0.281341891,0.226260504,0.507602395,00:40.5
i-DiVE-SwapD,35,0.331525961,0.178851541,0.560377502,04:14.0
