Only Interestingness,5,0.474900482,0.2125,0.687400482,00:00.0
Only Diversity,5,0.377499794,0.25,0.667499794,00:00.0
i-DiVE Greedy,5,0.469201116,0.233333333,0.70253445,00:01.6
i-DiVE-SwapI,5,0.468614454,0.25,0.718614454,00:09.9
i-DiVE-SwapD,5,0.468614454,0.241666667,0.710281121,00:09.6
Only Interestingness,15,0.455664432,0.208333333,0.663997765,00:00.0
Only Diversity,15,0.327392763,0.241666667,0.569059429,00:00.1
i-DiVE Greedy,15,0.448994291,0.225,0.673994291,00:07.6
i-DiVE-SwapI,15,0.447823248,0.23968254,0.687505788,00:52.7
i-DiVE-SwapD,15,0.451224948,0.225,0.676224948,00:51.0
Only Interestingness,25,0.445600863,0.200416667,0.64601753,00:00.0
Only Diversity,25,0.312126403,0.237222222,0.521418771,00:00.1
i-DiVE Greedy,25,0.440618865,0.219027778,0.659646643,00:14.8
i-DiVE-SwapI,25,0.438536617,0.235833333,0.67436995,02:20.1
i-DiVE-SwapD,25,0.448170135,0.219027778,0.667197913,02:35.6
Only Interestingness,35,0.436814165,0.205322129,0.642136294,00:00.0
Only Diversity,35,0.312126403,0.234313725,0.546440128,00:00.2
i-DiVE Greedy,35,0.432847052,0.217577031,0.650424083,00:18.8
i-DiVE-SwapI,35,0.432254553,0.23767507,0.669929623,03:15.7
i-DiVE-SwapD,35,0.441517246,0.215966387,0.657483633,04:57.2
