Only Interestingness,5,0.547959134,0.383333333,0.956683642,00:00.0
Only Diversity,5,0.336462972,0.466666667,0.906462972,00:00.0
i-DiVE Greedy,5,0.547959134,0.466666667,0.987377464,00:00.6
i-DiVE-SwapI,5,0.547959134,0.491666667,1.0396258,00:03.8
i-DiVE-SwapD,5,0.5421323,0.491666667,0.997959134,00:05.3
Only Interestingness,15,0.505631954,0.398412698,0.904044652,00:00.0
Only Diversity,15,0.317099529,0.463333333,0.780432863,00:00.0
i-DiVE Greedy,15,0.499828664,0.422222222,0.922050886,00:03.0
i-DiVE-SwapI,15,0.499236432,0.450793651,0.950030082,00:12.7
i-DiVE-SwapD,15,0.541275448,0.405555556,0.946831004,00:24.9
Only Interestingness,25,0.456568018,0.401388889,0.857956907,00:00.0
Only Diversity,25,0.291168916,0.452833333,0.744002249,00:00.1
i-DiVE Greedy,25,0.442519619,0.425555556,0.868075174,00:05.4
i-DiVE-SwapI,25,0.442851998,0.459722222,0.90257422,00:39.2
i-DiVE-SwapD,25,0.444725887,0.456388889,0.931114776,01:39.0
Only Interestingness,35,0.399860141,0.42070028,0.820560421,00:00.0
Only Diversity,35,0.27949779,0.447366947,0.726864737,00:00.1
i-DiVE Greedy,35,0.397300528,0.424341737,0.821642265,00:08.2
i-DiVE-SwapI,35,0.396845856,0.45745098,0.854296837,00:59.7
i-DiVE-SwapD,35,0.415775689,0.437408964,0.889865325,03:27.2
