Greedy-Pruning,0.0,0.24969202694622258,0.475,0.7246920269462226,0
Greedy-Pruning,0.1,0.24969202694622258,0.475,0.7246920269462226,0
Greedy-Pruning,0.2,0.24969202694622258,0.475,0.7246920269462226,0
Greedy-Pruning,0.3,0.24969202694622258,0.475,0.7246920269462226,0
Greedy-Pruning,0.4,0.24969202694622258,0.475,0.7246920269462226,0
Greedy-Pruning,0.5,0.24969202694622258,0.475,0.7246920269462226,0
Greedy-Pruning,0.6,0.24969202694622258,0.475,0.7246920269462226,0
Greedy-Pruning,0.7,0.24969202694622258,0.475,0.7246920269462226,0
Greedy-Pruning,0.8,0.18533043845666106,0.5,0.6853304384566611,0
Greedy-Pruning,0.82,0.18533043845666106,0.5,0.6853304384566611,0
Greedy-Pruning,0.84,0.18533043845666106,0.5,0.6853304384566611,0
Greedy-Pruning,0.86,0.18533043845666106,0.5,0.6853304384566611,0
Greedy-Pruning,0.88,0.18533043845666106,0.5,0.6853304384566611,0
Greedy-Pruning,0.9,0.18533043845666106,0.5,0.6853304384566611,1
Greedy-Pruning,0.92,0.18533043845666106,0.5,0.6853304384566611,5
Greedy-Pruning,0.94,0.18533043845666106,0.5,0.6853304384566611,8
Greedy-Pruning,0.96,0.18533043845666106,0.5,0.6853304384566611,29
Greedy-Pruning,0.98,0.18533043845666106,0.5,0.6853304384566611,50
Greedy-Pruning,1.0,0.03929657196468501,0.5,0.5392965719646851,51
