500,Manhattan,Apartment,Private_room,10036,3,1,39,549
1039,Brooklyn,Apartment,Entire_home,11222,1,1,4,149
1783,Manhattan,Apartment,Entire_home,10004,1,1,9,250
2078,Brooklyn,Apartment,Private_room,11201,1,1,80,90
2339,Manhattan,Apartment,Entire_home,10009,2,1,95,270
2339,Manhattan,Apartment,Entire_home,10009,2,1,23,290
2571,Brooklyn,Apartment,Entire_home,11221,2,1,14,170
2758,Manhattan,Apartment,Private_room,10026,2,1,120,59
2758,Manhattan,Apartment,Private_room,10026,2,1,81,49
2787,Brooklyn,House,Private_room,11223,1,1,0,68
2845,Manhattan,Apartment,Entire_home,10018,1,1,17,285
2881,Brooklyn,Apartment,Private_room,11216,1,1,32,75
2965,Manhattan,Apartment,Private_room,10025,1,1,52,145
3211,Queens,Apartment,Private_room,11106,1,1,3,100
3227,Manhattan,Apartment,Entire_home,10001,3,1,171,150
3226,Manhattan,Apartment,Entire_home,10013,3,1,0,700
3226,Manhattan,Apartment,Private_room,10013,1,1,9,125
3226,Manhattan,Apartment,Private_room,10013,1,1,0,175
3415,Queens,House,Private_room,11365,1,1,0,90
3563,Brooklyn,Apartment,Private_room,11220,1,1,1,40
3647,Queens,Apartment,Entire_home,11373,1,1,4,89
3647,Queens,Apartment,Entire_home,11373,1,1,16,95
3647,Queens,Apartment,Entire_home,11373,2,1,9,99
3867,Manhattan,Apartment,Entire_home,10002,1,1,19,149
3867,Manhattan,Apartment,Entire_home,10038,4,1,2,499
3867,Manhattan,Apartment,Private_room,10038,4,1,0,99
3867,Manhattan,Apartment,Shared_room,10038,1,1,0,99
3867,Manhattan,Apartment,Shared_room,10038,1,1,0,99
4177,Brooklyn,Apartment,Private_room,11206,1,1,16,125
4267,Manhattan,Apartment,Entire_home,10024,2,1,28,170
4267,Manhattan,Apartment,Private_room,10024,1,1,62,120
4396,Manhattan,Apartment,Private_room,10009,1,1,23,79
4488,Manhattan,Apartment,Entire_home,10027,3,1,6,125
4732,Brooklyn,Apartment,Entire_home,11217,1,1,5,110
4869,Brooklyn,Other,Private_room,11238,3,1,14,89
5871,Brooklyn,Apartment,Entire_home,11213,3,1,12,180
5871,Brooklyn,Apartment,Entire_home,11213,3,1,5,180
5926,Manhattan,Apartment,Entire_home,10026,1,1,23,143
5926,Manhattan,Apartment,Entire_home,10027,2,1,28,230
5926,Manhattan,Apartment,Entire_home,10030,5,1,40,350
5940,Queens,Apartment,Entire_home,11368,2,1,47,135
5926,Manhattan,Apartment,Private_room,10027,1,1,9,85
5926,Manhattan,Apartment,Private_room,10027,1,1,13,85
5926,Manhattan,Apartment,Private_room,10027,1,1,14,85
5926,Manhattan,Apartment,Private_room,10031,1,1,35,60
5926,Manhattan,Apartment,Private_room,10031,2,1,34,70
5926,Manhattan,Bed_Breakfast,Private_room,10031,1,1,68,55
6041,Queens,Apartment,Private_room,11105,1,1,4,44
