Only Interestingness,5,0.47490048152651565,0.2125,0.6874004815265157,0:00:00.005012
Only Diversity,5,0.41749979383587316,0.25,0.6674997938358731,0:00:00.038103
i-DiVE Greedy,5,0.4692011164560702,0.23333333333333334,0.7025344497894035,0:00:01.564212
i-DiVE-SwapI,5,0.46861445436959775,0.25,0.7186144543695978,0:00:09.932570
i-DiVE-SwapD,5,0.46861445436959775,0.2416666666666667,0.7102811210362645,0:00:09.557546
i-DiVE-SwapD-top1,5,0.46861445436959775,0.2416666666666667,0.7102811210362645,0:00:21.338035
Only Interestingness,15,0.455664431795082,0.20833333333333326,0.6639977651284152,0:00:00.006015
Only Diversity,15,0.3273927625520111,0.24166666666666664,0.5690594292186777,0:00:00.063168
i-DiVE Greedy,15,0.44899429086757314,0.22500000000000003,0.6739942908675731,0:00:07.562214
i-DiVE-SwapI,15,0.44782324794250367,0.23968253968253972,0.6875057876250434,0:00:52.713899
i-DiVE-SwapD,15,0.45122494797879403,0.22500000000000003,0.6762249479787941,0:00:50.954194
i-DiVE-SwapD-top1,15,0.4512091612804017,0.225,0.6762091612804018,0:04:11.046002
Only Interestingness,25,0.4456008631083248,0.20041666666666666,0.6460175297749915,0:00:00.008021
Only Diversity,25,0.2841965489279267,0.23722222222222214,0.5214187711501488,0:00:00.113305
i-DiVE Greedy,25,0.44061886520873683,0.21902777777777777,0.6596466429865147,0:00:14.815599
i-DiVE-SwapI,25,0.4385366167028794,0.23583333333333337,0.6743699500362128,0:02:20.126185
i-DiVE-SwapD,25,0.44817013481885504,0.21902777777777777,0.6671979125966327,0:02:35.603122
i-DiVE-SwapD-top1,25,0.44814174381493543,0.21902777777777777,0.6671695215927131,0:11:40.959963
Only Interestingness,35,0.4368141651726779,0.2053221288515406,0.6421362940242186,0:00:00.007861
Only Diversity,35,0.31212640253070234,0.23431372549019605,0.5464401280208984,0:00:00.150163
i-DiVE Greedy,35,0.43284705249980543,0.217577030812325,0.6504240833121304,0:00:18.820288
i-DiVE-SwapI,35,0.43225455254959255,0.2376750700280112,0.6699296225776037,0:03:15.730978
i-DiVE-SwapD,35,0.44151724605940373,0.2159663865546219,0.6574836326140256,0:04:57.155143
i-DiVE-SwapD-top1,35,0.4409955466878221,0.21631652661064424,0.6573120732984663,0:28:53.093232
