Random,5,0.003007650375366211
SeeDB,5,0.0020046234130859375
Greedy,5,0.06918573379516602
SwapU,5,4.164177179336548
SwapD,5,4.0741777420043945
pGreedyPruning,5,0.6687936782836914
SwapDPruning,5,4.133861780166626
Random,15,0.00399017333984375
SeeDB,15,0.0050122737884521484
Greedy,15,0.10828995704650879
SwapU,15,15.818482160568237
SwapD,15,15.43742060661316
pGreedyPruning,15,3.3369767665863037
SwapDPruning,15,16.181411504745483
Random,25,0.010025501251220703
SeeDB,25,0.00902414321899414
Greedy,25,0.23964333534240723
SwapU,25,38.1940381526947
SwapD,25,37.40051531791687
pGreedyPruning,25,7.973427057266235
SwapDPruning,25,35.581218242645264
Random,35,0.010514974594116211
SeeDB,35,0.009035825729370117
Greedy,35,0.29412245750427246
SwapU,35,65.05683374404907
SwapD,35,63.75971603393555
pGreedyPruning,35,14.535011053085327
SwapDPruning,35,63.48166751861572
