Random,5,0.2527794511703827,0.45166666666666666,0.7044461178370494,0:00:00.024064
SBI,5,0.533376886860409,0.3666666666666666,0.9000435535270755,0:00:00.002006
SBD,5,0.3668932719933261,0.5,0.8668932719933261,0:00:00.017045
SBID-Greedy,5,0.4405639411171375,0.41666666666666663,0.8572306077838041,0:00:00.298817
SBID-SwapI,5,0.48835717517323146,0.4666666666666666,0.9550238418398981,0:00:04.108930
SBID-SwapD,5,0.4909093469102789,0.45,0.9409093469102789,0:00:03.829225
Random,15,0.2032577507290983,0.4298412698412698,0.6330990205703682,0:00:00.038101
SBI,15,0.4215076638772626,0.3936507936507936,0.8151584575280562,0:00:00.004010
SBD,15,0.2676560754764402,0.4555555555555555,0.7232116310319957,0:00:00.029077
SBID-Greedy,15,0.402954845344731,0.3936507936507936,0.7966056389955246,0:00:01.475933
SBID-SwapI,15,0.4031985270152567,0.4396825396825397,0.8428810666977964,0:00:13.002644
SBID-SwapD,15,0.47856185246455774,0.3777777777777778,0.8563396302423356,0:00:31.142996
Random,25,0.1952766588990461,0.432388888888889,0.6276655477879349,0:00:00.058151
SBI,25,0.350735289675903,0.40777777777777774,0.7585130674536807,0:00:00.005014
SBD,25,0.21355106972916077,0.44666666666666666,0.6602177363958275,0:00:00.053162
SBID-Greedy,25,0.350735289675903,0.40777777777777774,0.7585130674536807,0:00:03.245629
SBID-SwapI,25,0.34036591194324856,0.456111111111111,0.7964770230543596,0:00:24.743926
SBID-SwapD,25,0.47091223866172305,0.368888888888889,0.8398011275506121,0:01:37.281253
Random,35,0.20029038061559806,0.42952380952380953,0.6298141901394076,0:00:00.081217
SBI,35,0.30257362711457997,0.4229691876750701,0.7255428147896501,0:00:00.012032
SBD,35,0.20693118953723164,0.4406162464985994,0.647547436035831,0:00:00.083222
SBID-Greedy,35,0.30257362711457997,0.4229691876750701,0.7255428147896501,0:00:05.307164
SBID-SwapI,35,0.3015953062354406,0.4551820728291317,0.7567773790645723,0:00:37.373598
SBID-SwapD,35,0.4305790034062868,0.3717086834733895,0.8022876868796762,0:03:02.489327
