Only Interestingness,5,0.18857720681358253,0.1958333333333333,0.38441054014691584,0:00:00.003008
Only Diversity,5,0.13616635726217732,0.25,0.3861663572621773,0:00:00.012033
i-DiVE Greedy,5,0.17203409239748965,0.22916666666666666,0.4012007590641563,0:00:00.625670
i-DiVE-SwapI,5,0.16052452422675967,0.23333333333333334,0.393857857560093,0:00:04.103967
i-DiVE-SwapD,5,0.16052452422675967,0.24166666666666664,0.4021911908934263,0:00:03.904436
i-DiVE-SwapD-top1,5,0.16052452422675967,0.24166666666666664,0.4021911908934263,0:00:09.057208
Only Interestingness,15,0.14902546372485614,0.1992063492063492,0.3482318129312053,0:00:00.006016
Only Diversity,15,0.08067373752596346,0.2369047619047619,0.31757849943072536,0:00:00.023061
i-DiVE Greedy,15,0.14082345227659057,0.22023809523809523,0.3610615475146858,0:00:03.257707
i-DiVE-SwapI,15,0.14082345227659054,0.23373015873015873,0.3745536110067493,0:00:13.608914
i-DiVE-SwapD,15,0.16177685391342056,0.20753968253968255,0.36931653645310314,0:00:25.408916
i-DiVE-SwapD-top1,15,0.16177685391342056,0.20753968253968255,0.36931653645310314,0:02:27.139291
Only Interestingness,25,0.12400365086562955,0.2113888888888889,0.33539253975451844,0:00:00.007018
Only Diversity,25,0.08225316323998234,0.23069444444444442,0.31294760768442675,0:00:00.056148
i-DiVE Greedy,25,0.11816995212826961,0.2215277777777778,0.3396977299060474,0:00:06.096295
i-DiVE-SwapI,25,0.1167706038848892,0.23402777777777775,0.35079838166266697,0:00:39.783339
i-DiVE-SwapD,25,0.14835743487451836,0.20569444444444446,0.3540518793189628,0:01:29.847153
i-DiVE-SwapD-top1,25,0.14835743487451836,0.2056944444444444,0.35405187931896276,0:05:32.281968
Only Interestingness,35,0.10697593177046465,0.21547619047619043,0.3224521222466551,0:00:00.009580
Only Diversity,35,0.08101341216261768,0.22773109243697473,0.3087445045995924,0:00:00.076034
i-DiVE Greedy,35,0.10599928015750625,0.21953781512605047,0.32553709528355673,0:00:07.642938
i-DiVE-SwapI,35,0.10604793872035992,0.23165266106442578,0.3377005997847857,0:00:33.498794
i-DiVE-SwapD,35,0.1367265617277778,0.2050420168067227,0.3417685785345005,0:01:54.127320
i-DiVE-SwapD-top1,35,0.13532335198825962,0.20665266106442576,0.3419760130526854,0:07:45.515387
