Random,5,0.13396471755509337,0.21233333333333332,0.3462980508884267,0:00:00.019051
SBI,5,0.2866751540980754,0.18333333333333332,0.4700084874314088,0:00:00.003009
SBD,5,0.22951878299107425,0.25,0.47951878299107425,0:00:00.022084
SBID-Greedy,5,0.27142860133747015,0.19999999999999998,0.4714286013374701,0:00:00.295810
SBID-SwapI,5,0.2583630855988249,0.24166666666666664,0.5000297522654915,0:00:03.677304
SBID-SwapD,5,0.2602661405466867,0.2333333333333333,0.49359947388002,0:00:03.525634
Random,15,0.12672971428609653,0.21541269841269842,0.342142412698795,0:00:00.038124
SBI,15,0.25281597678742534,0.1992063492063492,0.45202232599377457,0:00:00.004014
SBD,15,0.12503921430102713,0.23460317460317462,0.35964238890420175,0:00:00.037072
SBID-Greedy,15,0.25281597678742534,0.19920634920634922,0.45202232599377457,0:00:01.438851
SBID-SwapI,15,0.24788111285788766,0.22460317460317458,0.47248428746106225,0:00:12.602719
SBID-SwapD,15,0.26128959914345157,0.2015873015873016,0.46287690073075316,0:00:18.296656
Random,25,0.12315737400308013,0.21283888888888888,0.3359962628919691,0:00:00.057178
SBI,25,0.22828400889690234,0.20777777777777778,0.4360617866746801,0:00:00.005040
SBD,25,0.13297551057781434,0.22883333333333336,0.3618088439111477,0:00:00.069211
SBID-Greedy,25,0.22427950921657028,0.20833333333333337,0.4326128425499036,0:00:03.175408
SBID-SwapI,25,0.22567295759895706,0.23,0.4556729575989571,0:00:37.085567
SBID-SwapD,25,0.25674980052181107,0.19749999999999995,0.454249800521811,0:01:00.291817
Random,35,0.11871890477023314,0.2141372549019608,0.33285615967219395,0:00:00.081217
SBI,35,0.19993007042320327,0.21019607843137253,0.41012614885457577,0:00:00.008022
SBD,35,0.13156524145135073,0.22568627450980397,0.3572515159611547,0:00:00.106310
SBID-Greedy,35,0.19858833462275566,0.21056022408963584,0.40914855871239153,0:00:05.376294
SBID-SwapI,35,0.19670674739567806,0.23439775910364147,0.43110450649931953,0:00:38.980841
SBID-SwapD,35,0.25283053408736933,0.1952380952380953,0.44806862932546465,0:02:29.685424
