Random,5,0.321742222,0.2145,0.536242222,00:00.0
SBI,5,0.701830757,0.195833333,0.89766409,00:00.0
SBD,5,0.49653949,0.25,0.74653949,00:00.0
SBID,5,0.490677001,0.25,0.740677001,00:00.0
SBID-SwapI,5,0.699131239,0.204166667,0.903297906,00:04.5
SBID-SwapD,5,0.699131239,0.2125,0.911631239,00:04.5
Random,15,0.325256355,0.21702381,0.542280164,00:00.0
SBI,15,0.668940295,0.199206349,0.868146645,00:00.0
SBD,15,0.360599599,0.237380952,0.597980551,00:00.0
SBID,15,0.372158059,0.236746032,0.608904091,00:00.0
SBID-SwapI,15,0.668940295,0.225,0.893940295,00:16.3
SBID-SwapD,15,0.699275754,0.184126984,0.883402738,00:24.2
Random,25,0.313125555,0.216433333,0.529558888,00:00.1
SBI,25,0.604051075,0.206805556,0.810856631,00:00.0
SBD,25,0.360953762,0.231305556,0.592259318,00:00.1
SBID,25,0.357630978,0.231055556,0.588686533,00:00.1
SBID-SwapI,25,0.601719916,0.230972222,0.832692139,00:31.8
SBID-SwapD,25,0.698379883,0.177916667,0.87629655,01:21.1
Random,35,0.301772185,0.216514006,0.518286191,00:00.1
SBI,35,0.555753684,0.21092437,0.766678053,00:00.0
SBD,35,0.358277714,0.228067227,0.586344941,00:00.1
SBID,35,0.357791166,0.228193277,0.585984443,00:00.1
SBID-SwapI,35,0.55566413,0.231932773,0.787596903,00:54.3
SBID-SwapD,35,0.698396125,0.172759104,0.871155229,03:41.3
